dist_km;cota_bruta_m;area_km2;cota_m;x_utm;y_utm
32,15887832076619;697,0;757,0169067382812;695,8064516129032;570858,4006173647;6802254,432789479
32,19937682726134;696,5;760,579345703125;695,6935483870968;570887,0376605659;6802283,069832681
32,23987533375648;696,5;760,584228515625;695,5806451612904;570915,674703767;6802311,706875882
32,26851237695769;696,5;760,586669921875;695,4516129032259;570915,674703767;6802340,3439190835
32,29714942015889;696,5;760,6006469726562;695,3387096774194;570915,674703767;6802368,980962285
32,337647926654036;696,5;760,611328125;695,2258064516129;570944,3117469683;6802397,618005485
32,366284969855236;696,0;760,663818359375;695,1129032258065;570944,3117469683;6802426,255048687
32,394922013056444;696,0;760,666259765625;695,016129032258;570944,3117469683;6802454,892091888
32,423559056257645;696,0;760,7457885742188;694,9032258064516;570944,3117469683;6802483,529135089
32,46405756275279;696,0;760,7614135742188;694,7903225806451;570972,9487901696;6802512,166178291
32,49269460595399;695,5;760,7630004882812;694,6774193548387;570972,9487901696;6802540,803221492
32,5213316491552;695,5;760,817138671875;694,5483870967741;570972,9487901696;6802569,4402646925
32,56183015565034;695,5;760,9074096679688;694,4354838709677;571001,5858333707;6802598,077307894
32,59046719885155;695,5;760,9295654296875;694,3064516129032;571001,5858333707;6802626,714351095
32,63096570534669;695,5;760,9614868164062;694,1612903225806;571030,2228765719;6802655,351394297
32,6596027485479;695,5;761,0106811523438;694,016129032258;571030,2228765719;6802683,988437498
32,70010125504304;697,7999877929688;761,0188598632812;693,8870967741935;571058,8599197732;6802712,625480699
32,728738298244245;695,0;761,047607421875;693,741935483871;571058,8599197732;6802741,2625239
32,757375341445446;695,0;761,0640258789062;693,5806451612904;571058,8599197732;6802769,899567101
32,797873847940586;695,0;761,10009765625;693,4193548387096;571087,4969629743;6802798,5366103025
32,83837235443573;694,5;761,1213989257812;693,241935483871;571116,1340061756;6802827,173653504
32,867009397636934;694,5;761,1575317382812;693,0645161290323;571116,1340061756;6802855,810696705
32,907507904132075;694,5;761,16650390625;692,8709677419355;571144,7710493768;6802884,447739907
32,936144947333275;694,5;761,18701171875;692,6774193548387;571144,7710493768;6802913,084783107
32,976643453828416;694,5;761,2157592773438;692,483870967742;571173,4080925779;6802941,721826308
33,017141960323556;694,0;761,2592163085938;692,2903225806451;571202,0451357792;6802970,35886951
33,0576404668187;694,0;761,2657470703125;692,0967741935484;571230,6821789804;6802998,995912711
33,09813897331384;694,0;761,3165893554688;691,9032258064516;571259,3192221816;6803027,6329559125
33,13863747980898;693,5;761,3289184570312;691,7096774193549;571287,9562653827;6803056,269999113
33,16727452301018;693,5;761,34033203125;691,5;571287,9562653827;6803084,907042314
33,195911566211386;693,5;761,3568115234375;691,2903225806451;571287,9562653827;6803113,544085516
33,236410072706526;693,5;761,3624877929688;691,0806451612904;571316,593308584;6803142,181128717
33,26504711590773;693,5;761,39208984375;690,8548387096774;571316,593308584;6803170,818171918
33,30554562240287;693,0;790,07763671875;690,6290322580645;571345,2303517852;6803199,45521512
33,334182665604075;693,0;790,0850219726562;690,4032258064516;571345,2303517852;6803228,09225832
33,37468117209921;693,0;790,0924072265625;690,1774193548387;571373,8673949863;6803256,729301522
33,403318215300416;692,5;790,093994140625;689,9354838709677;571373,8673949863;6803285,366344723
33,431955258501624;692,5;790,1219482421875;689,6774193548387;571373,8673949863;6803314,003387924
33,47245376499676;692,0;790,1333618164062;689,4193548387096;571402,5044381876;6803342,640431126
33,5129522714919;691,5;790,1694946289062;689,1612903225806;571431,1414813888;6803371,277474327
33,541589314693105;691,5;790,171875;688,8870967741935;571431,1414813888;6803399,914517527
33,570226357894306;691,5;790,303955078125;688,6129032258065;571431,1414813888;6803428,551560729
33,598863401095514;691,0;790,3072509765625;688,3548387096774;571431,1414813888;6803457,18860393
33,62750044429672;690,5;790,31787109375;688,0967741935484;571431,1414813888;6803485,825647132
33,65613748749792;690,5;790,3228149414062;687,8387096774194;571431,1414813888;6803514,462690333
33,69663599399306;690,0;790,3285522460938;687,5967741935484;571459,77852459;6803543,099733534
33,72527303719427;690,0;790,3515625;687,3548387096774;571459,77852459;6803571,736776735
33,765771543689404;689,5;790,431884765625;687,1129032258065;571488,4155677912;6803600,373819936
33,79440858689061;689,0;790,4351806640625;686,8870967741935;571488,4155677912;6803629,010863137
33,82304563009182;689,0;790,4384765625;686,6612903225806;571488,4155677912;6803657,647906339
33,85168267329302;689,0;790,4417114257812;686,4354838709677;571488,4155677912;6803686,28494954
33,88031971649423;688,5;790,4967041015625;686,2258064516129;571488,4155677912;6803714,9219927415
33,90895675969543;688,5;790,5081787109375;686,016129032258;571517,0526109925;6803714,9219927415
33,94945526619057;688,5;790,641845703125;685,8064516129032;571545,6896541936;6803743,559035942
33,978092309391776;688,0;790,65087890625;685,6129032258065;571545,6896541936;6803772,196079143
34,00672935259298;688,0;790,6582641601562;685,4193548387096;571545,6896541936;6803800,833122345
34,035366395794185;687,5;790,6640014648438;685,2258064516129;571545,6896541936;6803829,470165546
34,064003438995385;687,0;790,6680908203125;685,0483870967741;571545,6896541936;6803858,107208747
34,09264048219659;687,0;790,67138671875;684,8548387096774;571545,6896541936;6803886,744251948
34,121277525397794;686,5;791,2166748046875;684,6612903225806;571545,6896541936;6803915,381295149
34,161776031892934;686,5;791,2216186523438;684,483870967742;571517,0526109925;6803944,018338351
34,202274538388075;686,0;791,2478637695312;684,3064516129032;571488,4155677912;6803972,655381552
34,242773044883215;685,5;791,2732543945312;684,1290322580645;571459,77852459;6804001,292424753
34,27141008808442;685,5;791,3438110351562;683,9677419354839;571459,77852459;6804029,929467955
34,311908594579556;685,0;791,3544921875;683,8064516129032;571431,1414813888;6804058,566511155
34,3524071010747;684,5;791,4463500976562;683,6612903225806;571402,5044381876;6804087,2035543565
34,381044144275904;684,5;791,4487915039062;683,516129032258;571373,8673949863;6804087,2035543565
34,409681187477105;684,5;791,4512939453125;683,3870967741935;571345,2303517852;6804087,2035543565
34,43831823067831;684,5;791,4536743164062;683,2741935483871;571316,593308584;6804087,2035543565
34,46695527387952;684,0;791,45703125;683,1451612903226;571287,9562653827;6804087,2035543565
34,49559231708072;684,0;791,4602661132812;683,0322580645161;571259,3192221816;6804087,2035543565
34,52422936028193;684,0;791,6046142578125;682,9354838709677;571230,6821789804;6804087,2035543565
34,56472786677707;684,0;791,75634765625;682,8387096774194;571202,0451357792;6804115,840597558
34,59336490997827;684,0;791,7637329101562;682,7258064516129;571173,4080925779;6804115,840597558
34,62200195317948;683,5;791,765380859375;682,6129032258065;571144,7710493768;6804115,840597558
34,66250045967462;683,5;791,8054809570312;682,516129032258;571116,1340061756;6804144,477640759
34,69113750287582;683,5;791,8153686523438;682,4193548387096;571087,4969629743;6804144,477640759
34,719774546077026;683,5;791,8219604492188;682,3225806451613;571058,8599197732;6804144,477640759
34,74841158927823;683,0;791,8358764648438;682,2096774193549;571030,2228765719;6804144,477640759
34,777048632479435;683,0;791,8416137695312;682,0967741935484;571001,5858333707;6804144,477640759
34,805685675680635;683,0;791,8473510742188;682,0;570972,9487901696;6804144,477640759
34,846184182175776;683,0;791,9580688476562;681,9032258064516;570944,3117469683;6804173,114683961
34,874821225376984;683,0;791,9720458984375;681,8064516129032;570915,674703767;6804173,114683961
34,903458268578184;682,5;791,9752807617188;681,6935483870968;570887,0376605659;6804173,114683961
34,93209531177939;682,5;791,9843139648438;681,5967741935484;570858,4006173647;6804173,114683961
34,97259381827453;682,5;792,0137939453125;681,5;570829,7635741635;6804201,751727162
35,00123086147573;682,5;792,0687866210938;681,4032258064516;570801,1265309623;6804201,751727162
35,02986790467694;682,0;792,0917358398438;681,3064516129032;570772,4894877612;6804201,751727162
35,05850494787814;682,0;792,1097412109375;681,1935483870968;570743,8524445599;6804201,751727162
35,08714199107935;682,0;792,128662109375;681,0967741935484;570715,2154013587;6804201,751727162
35,11577903428055;682,0;792,1712646484375;681,0;570686,5783581575;6804201,751727162
35,14441607748176;682,0;792,1918334960938;680,9032258064516;570657,9413149563;6804201,751727162
35,173053120682965;682,0;792,2122802734375;680,8064516129032;570629,304271755;6804201,751727162
35,201690163884166;682,0;792,2286987304688;680,7096774193549;570600,6672285539;6804201,751727162
35,230327207085374;681,5;792,2532958984375;680,6129032258065;570572,0301853527;6804201,751727162
35,258964250286574;681,5;792,2787475585938;680,516129032258;570543,3931421514;6804201,751727162
35,28760129348778;681,5;792,2918701171875;680,4193548387096;570514,7560989503;6804201,751727162
35,31623833668898;681,5;792,3279418945312;680,3064516129032;570486,119055749;6804201,751727162
35,34487537989019;681,0;792,3426513671875;680,1935483870968;570457,4820125478;6804201,751727162
35,37351242309139;681,0;793,7426147460938;680,0806451612904;570428,8449693467;6804201,751727162
35,4021494662926;681,0;793,7557373046875;679,983870967742;570400,2079261455;6804201,751727162
